"Accident_Number","Event_Date","Location","Country","Latitude","Longitude","Airport_Code","Airport_Name","Injury_Severity","Aircraft_Damage","Registration_Number","Make","Model","Schedule","Air_Carrier","Total_Fatal_Injuries","Total_Serious_Injuries","Total_Uninjured","Weather_Condition","Broad_Phase_of_Flight"
"LAX97IA209","6/17/97","LAS VEGAS, NV","United States","","","","","Incident","Minor","N875RA","McDonnell Douglas","MD-80","SCHD","","0","0","145","VMC","TAKEOFF"
"LAX97LA072","12/22/96","SAN JOSE, CA","United States","","","","","Non-Fatal","","N590AA","McDonnell Douglas","MD-80","SCHD","","0","1","119","VMC","DESCENT"
"DCA96MA008","11/12/95","EAST GRANBY, CT","United States","","","BDL","BRADLEY INTERNATIONAL","Non-Fatal","Substantial","N566AA","McDonnell Douglas","MD-80","SCHD","","0","0","77","IMC","APPROACH"
"NYC00IA100A","3/24/00","BOSTON, MA","United States","","","BOS","LOGAN INT'L AIRPORT","Incident","Minor","N944DL","McDonnell Douglas","MD-80","SCHD","","0","0","202","VMC","TAXI"
"NYC99IA231","9/17/99","COVINGTON, KY","United States","","","","","Incident","Minor","N947DL","McDonnell Douglas","MD-80","SCHD","","0","0","118","VMC","CLIMB"
"NYC97LA095","5/13/97","FLUSHING, NY","United States","","","LGA","LAGUARDIA","Non-Fatal","Minor","N984DL","McDonnell Douglas","MD-80","SCHD","","0","1","111","VMC","STANDING"
"DCA96MA068","7/6/96","PENSACOLA, FL","United States","","","PNS","PENSACOLA REGIONAL","Fatal(2)","Substantial","N927DA","McDonnell Douglas","MD-80","SCHD","","2","2","135","VMC","TAKEOFF"
"DCA99RA074","8/24/99","HUALIEN, Taiwan","Taiwan","","","","","Fatal(1)","Destroyed","","McDonnell Douglas","MD-90","SCHD","","1","13","68","UNK",""
"FTW95IA126A","2/27/95","DALLAS-FT WORTH, TX","United States","","","DFW","DALLAS-FORT WORTH INTL","Incident","","N1763","McDonnell Douglas","MD-11","SCHD","","0","0","78","VMC","LANDING"
"DCA98WA017","12/2/97","PARIS, France","France","","","","","Incident","Minor","","McDonnell Douglas","MD-80","SCHD","","0","0","","UNK",""
"DCA16WA017","11/2/15","San Luis Potosi, Mexico","Mexico","","","MMSP","Ponciano Arriaga Intl Airport","Incident","Minor","N73444","McDonnell Douglas","DC-9","","","0","0","3","","TAKEOFF"
"FTW03RA033","10/31/02","Monterrey, Mexico","Mexico","25.554167","-100.669445","","","Non-Fatal","Substantial","","McDonnell Douglas","DC-9","SCHD","","0","0","80","IMC",""
"IAD01IA034","3/6/01","Boston, MA","United States","42.366667","-71","BOS","Boston Logan","Incident","Minor","N375FE","McDonnell Douglas","DC-10","SCHD","","0","0","4","IMC","TAKEOFF"
"DEN04IA012","10/12/03","Denver, CO","United States","39.858333","-104.666945","DEN","Denver International","Incident","Minor","N375FE","McDonnell Douglas","DC-10","SCHD","","0","0","7","VMC","TAKEOFF"
"ATL02IA155","8/10/02","Tampa, FL","United States","27.975278","-82.533056","TPA","Tampa International Airport","Incident","Minor","N388FE","McDonnell Douglas","DC-10","SCHD","","0","0","4","VMC","APPROACH"
"DCA01WA009","12/23/00","FAAA Tahiti, French Polynesia","French Polynesia","","","NTAA","Tahiti-FAAA International Airp","Non-Fatal","Substantial","N132AA","McDonnell Douglas","DC-10","SCHD","","0","0","139","IMC",""
"DCA96MA079","9/5/96","NEWBURGH, NY","United States","","","SWF","NEWBURGH/STEWART INTL","Non-Fatal","Destroyed","N68055","McDonnell Douglas","DC-10","NSCH","","0","0","3","IMC","CRUISE"
"DCA05WA081","7/1/05","Chittagong, Bangladesh","Bangladesh","","","","","Non-Fatal","Substantial","","McDonnell Douglas","DC-10","SCHD","","0","0","216","",""
"CHI01WA014","10/10/00","PARIS, France","France","","","","","Non-Fatal","","N234NW","McDonnell Douglas","DC-10","SCHD","","0","2","197","VMC",""
"DCA07WA010","11/17/06","Baranquilla, Colombia","Colombia","","","","","Incident","Minor","N305FE","McDonnell Douglas","DC-10","NSCH","","0","0","","",""
"DCA00WA014","12/18/99","AMSTERDAM, Netherlands","Netherlands","","","","","Non-Fatal","Substantial","N800WR","McDonnell Douglas","DC-10","SCHD","","0","0","3","UNK",""
"WAS02RA037","4/27/02","San Salvador, El Salvador","El Salvador","","","MSLP","Dummy","Non-Fatal","Substantial","N141WE","McDonnell Douglas","DC-10","NSCH","","0","0","5","VMC",""
"MIA07IA047","2/4/07","Miami, FL","United States","25.793055","-80.290555","MIA","Miami International Airport","Incident","Minor","HK2277","McDonnell Douglas","DC-8","SCHD","","0","0","3","IMC","LANDING"
"FTW04WA194","7/21/04","Mexico City, Mexico","Mexico","","","","","Unavailable","Destroyed","","McDonnell Douglas","DC-9","SCHD","","0","0","","IMC",""
"DCA08RA077","7/6/08","Saltillo, Mexico","Mexico","","","","","Fatal(1)","Destroyed","N199US","McDonnell Douglas","DC-9","NSCH","","1","1","","IMC",""
"WAS06RA005","12/10/05","Port Harcourt, Nigeria","Nigeria","","","PHC","Port Harcourt Airport","Fatal(107)","Destroyed","","McDonnell Douglas","DC-9","SCHD","","107","3","","IMC",""
"CHI02FA289","9/22/02","Minneapolis, MN","United States","44.880556","-93.216945","MSP","MINNEAPOLIS-ST PAUL INTL/WOLD-","Non-Fatal","Substantial","N941N","McDonnell Douglas","DC-9","SCHD","","0","0","85","VMC","TAXI"
"NYC02LA056","1/20/02","Dulles, VA","United States","38.95","-77.446666","IAD","Washington Dulles","Non-Fatal","Substantial","N837AT","McDonnell Douglas","DC-9","SCHD","","0","0","66","VMC","TAXI"
"CHI02LA069","1/24/02","Indianapolis, IN","United States","","","IND","Indianapolis International","Non-Fatal","","N754NW","McDonnell Douglas","DC-9","SCHD","","0","1","74","VMC","STANDING"
"DCA08RA050","4/15/08","Goma, Congo","Congo","","","","","Fatal(40)","Destroyed","","McDonnell Douglas","DC-9","SCHD","","40","111","51","",""
"CHI05MA111A","5/10/05","Minneapolis, MN","United States","44.880556","-93.216945","MSP","MINNEAPOLIS-ST PAUL INTL/WOLD-","Non-Fatal","Substantial","N763NC","McDonnell Douglas","DC-9","SCHD","","0","1","137","VMC","CLIMB"
"NYC03LA199","9/12/03","Norfolk, VA","United States","36.894444","-76.201111","ORF","Norfolk International Airport","Fatal(1)","Minor","N776NC","McDonnell Douglas","DC-9","SCHD","","1","0","41","VMC","STANDING"
"CHI01LA245","7/25/01","Detroit, MI","United States","","","DTW","Wayne County","Non-Fatal","","N780NC","McDonnell Douglas","DC-9","SCHD","","0","1","96","VMC","DESCENT"
"NYC01FA062","12/27/00","Jamaica, NY","United States","40.631945","-73.779445","JFK","John F. Kennedy International","Non-Fatal","Substantial","N769NC","McDonnell Douglas","DC-9","SCHD","","0","0","27","VMC","TAKEOFF"
"DEN03LA142","8/7/03","Greeley, CO","United States","","","","","Non-Fatal","","N814ME","McDonnell Douglas","DC-9","SCHD","","0","2","113","IMC","CRUISE"
"CHI04IA260","9/16/04","Chicago, IL","United States","41.978611","-87.904722","ORD","Chicago O'Hare Intl","Incident","Minor","N253AA","McDonnell Douglas","DC-9","SCHD","","0","0","112","VMC","CLIMB"
"CHI04LA196","7/15/04","Sheridan, IL","United States","41.511667","-88.705833","ORD","CHICAGO O'HARE INTL","Non-Fatal","","N585AA","McDonnell Douglas","DC-9","SCHD","","0","1","29","VMC","DESCENT"
"CHI02LA043","11/30/01","Romulus, MI","United States","","","","","Non-Fatal","","N488AA","McDonnell Douglas","DC-9","SCHD","","0","1","89","VMC","CRUISE"
"CHI04LA127","5/26/04","Near St. Louis, MO","United States","38.747777","-90.36","STL","St. Louis International","Non-Fatal","","N573AA","McDonnell Douglas","DC-9","SCHD","","0","1","86","VMC","DESCENT"
"FTW03LA132","4/16/03","DFW Airport, TX","United States","32.896389","-97.0375","DFW","Dallas-Ft.Worth International","Non-Fatal","","N452AA","McDonnell Douglas","DC-9","SCHD","","0","1","54","VMC","TAXI"
"CHI06FA158","6/20/06","Chicago, IL","United States","41.978611","-87.904722","ORD","CHICAGO O'HARE INTL","Non-Fatal","Substantial","N961TW","McDonnell Douglas","DC-9","SCHD","","0","0","136","VMC","APPROACH"
"OPS11IA686","6/27/11","Apache Junction, AZ","United States","","","KIWA","Phoenix-Mesa Gateway Airport","Incident","","","McDonnell Douglas","DC-9","SCHD","","0","0","","","APPROACH"
"DCA06RA042","6/4/06","Managua, Nicaragua","Nicaragua","","","","","Non-Fatal","Substantial","N68047","McDonnell Douglas","DC-10","NSCH","","0","0","3","",""
"CHI07FA184B","6/27/07","Chicago, IL","United States","41.968611","-87.907778","ORD","CHICAGO O'HARE INTL","Non-Fatal","Substantial","N9630A","McDonnell Douglas","MD-80","SCHD","","0","0","501","VMC","STANDING"
"CHI06LA038","11/28/05","Chicago, IL","United States","41.979723","-87.904444","ORD","O'Hare International","Non-Fatal","Substantial","N359FE","McDonnell Douglas","DC-10","NSCH","","0","0","5","VMC","TAXI"
"DCA04MA011","12/18/03","Memphis, TN","United States","","","MEM","MEMPHIS INTL","Non-Fatal","Destroyed","N364FE","McDonnell Douglas","DC-10","NSCH","","0","0","5","VMC","LANDING"
"DCA07WA009","11/7/06","Paris, France","France","","","","","Incident","Minor","N584FE","McDonnell Douglas","MD-11","NSCH","","0","0","","",""
"DCA06WA072","9/14/06","Subic Bay, Philippines","Philippines","","","","","Unavailable","Substantial","N623FE","McDonnell Douglas","MD-11","NSCH","","0","0","","",""
"ENG05WA009","4/26/05","Buenos Aires, Argentina","Argentina","","","","","Incident","","","McDonnell Douglas","MD-11","SCHD","","0","0","","",""
"FTW04WA066","1/26/04","Mexico City, Mexico","Mexico","","","","","Incident","Minor","","McDonnell Douglas","MD-11","SCHD","","0","0","193","VMC",""
"DCA03WA026","1/15/03","Stansted, United Kingdom","United Kingdom","","","","","Non-Fatal","Substantial","N583FE","McDonnell Douglas","MD-11","SCHD","","0","0","2","",""
"MIA02FA075","3/31/02","Charlotte, NC","United States","35.214167","-80.943055","KCLT","Charlotte Douglas Internationa","Non-Fatal","Minor","N809DE","McDonnell Douglas","MD-11","SCHD","","0","5","229","IMC","CRUISE"
"ANC02FA023B","3/17/02","Anchorage, AK","United States","61.174445","-149.996389","PANC","Ted Steven Intl Airport","Non-Fatal","","B16106","McDonnell Douglas","MD-11","NSCH","","0","0","149","IMC","TAXI"
"DCA02WA007","11/20/01","Taipei, Taiwan","Taiwan","","","","","Unavailable","Substantial","","McDonnell Douglas","MD-11","SCHD","","0","0","","",""
"DCA00WA093","9/29/00","Subic Bay, Philippines","Philippines","","","","","Incident","","","McDonnell Douglas","MD-11","SCHD","","0","0","2","",""
"DCA99WA066","6/30/99","MANILA, Philippines","Philippines","","","","","Non-Fatal","Substantial","N582FE","McDonnell Douglas","MD-11","NSCH","","0","0","2","UNK",""
"NYC03IA042","1/14/03","Jamaica, NY","United States","40.639722","-73.778889","JFK","John F, Kennedy, Intl","Incident","","I-DUPA","McDonnell Douglas","MD-11","SCHD","","0","0","142","VMC","CRUISE"
"DCA10WA098","9/22/10","Kabul, Afghanistan","Afghanistan","","","","Kabul","Incident","Minor","N279WA","McDonnell Douglas","MD-11","SCHD","","0","0","2","",""
"DCA10WA042","3/23/10","","Hungary","","","","","Incident","","N612FE","McDonnell Douglas","MD-11","NSCH","","0","0","3","",""
"NYC05FA094","6/7/05","Louisville, KY","United States","38.174167","-85.735833","SDF","STANDIFORD FIELD","Non-Fatal","Substantial","N250UP","McDonnell Douglas","MD-11","NSCH","","0","0","4","VMC","LANDING"
"DCA00RA002","10/17/99","SUBIC BAY, Philippines","Philippines","","","","","Non-Fatal","Destroyed","N581FE","McDonnell Douglas","MD-11","NSCH","","0","0","0","UNK",""
"NYC01LA075B","2/3/01","Boston, MA","United States","","","BOS","Logan International Airport","Non-Fatal","Minor","N802US","McDonnell Douglas","MD-80","SCHD","","0","0","135","VMC","TAXI"
"ENG13WA014","1/30/13","Copenhagen, Denmark, Denmark","Denmark","","","","","Incident","","","McDonnell Douglas","MD-80","SCHD","","0","0","","",""
"ENG10WA012","1/3/10","Turin Airport, Italy","Italy","","","","","Incident","Minor","","McDonnell Douglas","MD-80","SCHD","","0","0","","",""
"ENG05RA020","5/12/05","Rome, Italy","Italy","","","","","Incident","","","McDonnell Douglas","MD-80","SCHD","","0","0","","",""
"IAD05WA036","2/2/05","Makassar, Indonesia","Indonesia","-5.066667","119.216667","","","Incident","Minor","","McDonnell Douglas","MD-80","SCHD","","0","0","153","IMC",""
"NYC05LA038","12/20/04","Providence, RI","United States","41.723889","-71.428334","PVD","Theodore Francis Green State","Non-Fatal","Substantial","N402A","McDonnell Douglas","MD-80","SCHD","","0","0","87","IMC","TAXI"
"IAD05RA020","11/30/04","Solo City, Indonesia","Indonesia","-7.5","110.75","","","Fatal(25)","Substantial","","McDonnell Douglas","MD-80","SCHD","","25","59","","VMC",""
"DCA04WA077","8/24/04","Taipei, Taiwan","Taiwan","","","","","Incident","Minor","","McDonnell Douglas","MD-80","SCHD","","0","0","100","VMC",""
"ATL03LA014","11/6/02","Orlando, FL","United States","28.428889","-81.316111","MCO","Orlando International","Non-Fatal","","N479AA","McDonnell Douglas","MD-80","SCHD","","0","1","75","VMC","DESCENT"
"CHI02IA151","6/4/02","Wichita, KS","United States","38.139444","-97.370556","","","Incident","","N823NK","McDonnell Douglas","MD-80","SCHD","","0","0","111","VMC","CRUISE"
"ENG01RA003","6/25/01","Guadalajara, Mexico","Mexico","","","","","Incident","","N491SH","McDonnell Douglas","MD-80","SCHD","","0","0","","",""
"DCA08RA015","11/30/07","Isparta, Turkey","Turkey","","","","","Fatal(57)","Destroyed","","McDonnell Douglas","MD-80","SCHD","","57","0","","",""
"DCA08WA003","10/11/07","Istanbul, Turkey","Turkey","","","","","Non-Fatal","Destroyed","","McDonnell Douglas","MD-80","NSCH","","0","0","163","",""
"OPS07IA003B","3/16/07","Las Vegas, NV","United States","36.08","-115.152222","LAS","McCarran International","Incident","","","McDonnell Douglas","MD-80","SCHD","","0","0","2","VMC","LANDING"
"SEA06LA033","12/26/05","Seattle, WA","United States","47.448889","-122.309444","SEA","Seattle-Tacoma Intern Arpt","Non-Fatal","Substantial","N979AS","McDonnell Douglas","MD-80","SCHD","","0","0","142","VMC","CLIMB"
"DCA04WA071","8/20/04","Koln-Bonn, Germany","Germany","","","","","Incident","","","McDonnell Douglas","MD-80","SCHD","","0","0","174","",""
"DCA03WA055","7/17/03","Londonderry, United Kingdom","United Kingdom","","","","","Incident","Minor","","McDonnell Douglas","MD-80","SCHD","","0","0","140","",""
"DCA01WA049","7/11/01","Rome, Italy","Italy","","","","","Incident","Minor","","McDonnell Douglas","MD-80","SCHD","","0","0","30","",""
"DCA01RA041","5/10/01","Liverpool, United Kingdom","United Kingdom","","","","","Incident","Minor","","McDonnell Douglas","MD-80","SCHD","","0","0","","",""
"DCA02RA002A","10/8/01","Milan, Italy","Italy","","","","","Fatal(118)","Destroyed","","McDonnell Douglas","MD-80","SCHD","","118","0","","IMC",""
"DFW08IA073","2/18/08","Austin, TX","United States","30.19","-97.668611","AUS","Austin Bergstrom International","Incident","Minor","N935DL","McDonnell Douglas","MD-80","SCHD","","0","0","148","VMC",""
"DEN05LA077","5/13/05","Denver, CO","United States","","","DEN","Denver International","Non-Fatal","Substantial","N949DL","McDonnell Douglas","MD-80","SCHD","","0","0","98","VMC","TAKEOFF"
"DEN03FA070","4/22/03","Denver, CO","United States","39.858333","-104.666945","DEN","Denver International","Non-Fatal","Substantial","N974DL","McDonnell Douglas","MD-80","SCHD","","0","0","60","VMC","TAXI"
"LAX01IA118","3/15/01","Tucson, AZ","United States","32.116389","-110.940833","TUS","Tucson Intl.","Incident","Minor","N996DL","McDonnell Douglas","MD-80","SCHD","","0","0","101","VMC","TAKEOFF"
"DCA09WA038","3/9/09","Jakarta, Indonesia","Indonesia","","","","","Non-Fatal","Substantial","","McDonnell Douglas","MD-90","SCHD","","0","0","172","",""
"DEN07FA008","10/11/06","Denver, CO","United States","39.861667","-104.673056","DEN","Denver International Airport","Non-Fatal","Substantial","N906DA","McDonnell Douglas","MD-90","SCHD","","0","0","155","VMC","APPROACH"
"DEN06IA083","6/9/06","Denver, CO","United States","39.851667","-104.666667","DEN","Denver International","Incident","Minor","N907DA","McDonnell Douglas","MD-90","SCHD","","0","0","154","VMC","LANDING"
"DEN01IA036","12/30/00","Salt Lake City, UT","United States","","","SLC","Salt Lake City International","Incident","Minor","N909DA","McDonnell Douglas","MD-90","SCHD","","0","0","80","IMC","APPROACH"
"DCA05RA036","2/10/05","Shanghai, China","China","","","","","Fatal(3)","Destroyed","","McDonnell Douglas","MD-90","NSCH","","3","1","","",""
"DCA13WA002","10/13/12","Sao Paulo, Brazil","Brazil","","","","","Non-Fatal","Substantial","N988AR","McDonnell Douglas","MD-11","SCHD","","0","0","3","","LANDING"
"DCA10WA096","9/18/10","Paris, France","France","","","LFPG","Paris-Charles De Gaulle Airpor","Incident","","N574FE","McDonnell Douglas","MD-11","NSCH","","0","0","3","",""
"DCA10RA079","7/27/10","Riyadh, Saudi Arabia","Saudi Arabia","","","","","Non-Fatal","Substantial","","McDonnell Douglas","MD-11","SCHD","","0","1","","",""
"DCA10RA013","11/28/09","Shanghai, China","China","","","ZSPD","Pudong Shanghai","Fatal(3)","Destroyed","","McDonnell Douglas","MD-11","SCHD","","3","4","","",""
"DCA10WA004","10/20/09","","Uruguay","","","MVD","Montevideo Inter. Airport","Non-Fatal","Substantial","N701GC","McDonnell Douglas","MD-11","NSCH","","0","0","5","",""
"DCA09WA059","6/9/09","Khartoum, Sudan","Sudan","15.589444","32.553056","HSSS","Khartoum International Airport","Non-Fatal","Substantial","","McDonnell Douglas","MD-11","NSCH","","0","0","4","VMC",""
"DCA09WA075","4/17/09","Batco, Chile","Chile","","","SCEL","Arturo Merino Benitez Airport","Incident","","N384WA","McDonnell Douglas","MD-11","NSCH","","0","0","5","",""
"DCA09RA041","3/23/09","Narita, Japan","Japan","35.764722","140.386389","NRT","Narita International Airport","Fatal(2)","Destroyed","N526FE","McDonnell Douglas","MD-11","NSCH","","2","0","","",""
"ENG07WA028","1/7/07","JFK, NY","United States","","","JFK","John F. Kennedy International","Incident","Minor","","McDonnell Douglas","MD-11","SCHD","","0","0","253","",""
"ENG14WA008","3/9/14","Tenerife, Spain","Spain","","","TFS","Tenerife Sur Airport","Incident","","","McDonnell Douglas","MD-11","SCHD","","0","0","3","",""
"DCA14WA033","11/24/13","Sao Paulo, Brazil","Brazil","-22.758056","-47.057222","","","Unavailable","Substantial","","McDonnell Douglas","MD-11","","","0","0","","",""
"DCA11WA086","6/11/11","Mumbai, India","India","","","","","Incident","Minor","","McDonnell Douglas","MD-11","SCHD","","0","0","3","","LANDING"
"DCA16WA076","1/28/16","Mashad, Iran","Iran","","","OIMM","Mashad International Airport","Non-Fatal","Substantial","","McDonnell Douglas","MD-80","","","0","0","142","",""
"DCA12WA028","1/24/12","Kabul, Afghanistan","Afghanistan","","","","Kabul","Unavailable","Substantial","","McDonnell Douglas","MD-80","NSCH","","0","0","","","LANDING"
"OPS09IA006A","6/1/09","Chicago, IL","United States","41.983889","-87.663611","ORD","Chicago O'Hare International","Incident","","","McDonnell Douglas","MD-80","SCHD","","0","0","324","VMC","APPROACH"
"DCA15WA009","10/11/14","Maiquetia, Vargas, Venezuela","Venezuela","","","","","Incident","Minor","","McDonnell Douglas","MD-80","","","0","0","146","",""
"DCA14RA129","7/24/14","Gossi, Mali","Mali","15.196666","-1.057778","","","Unavailable","Destroyed","","McDonnell Douglas","MD-80","","","0","0","","","CRUISE"
"DCA14WA123","6/16/14","Kinmen, China","China","","","","","Incident","","","McDonnell Douglas","MD-80","","","0","0","104","",""
"DCA12WA063","2/5/12","Copenhagen, Denmark","Denmark","","","","","Incident","Minor","","McDonnell Douglas","MD-80","","","0","0","","","TAKEOFF"
"DCA11WA034","3/4/11","Bridgetown, Barbados","Barbados","","","BGI","Grantley Adams Airport","Non-Fatal","Minor","","McDonnell Douglas","MD-80","","","0","0","2","",""
"DCA09WA044","3/25/09","Trelew, Argentina","Argentina","","","","","Incident","","","McDonnell Douglas","MD-80","SCHD","","0","0","71","",""
